id,ordemdecompra,categoria,descricao,parcelamento,numcard,datacompra,previsao,qtd,fornecedor,recebido,medida
653,4200510901,Acessorios Avulsos,ESCORREDOR DE PRATOS COM BANDEJA FIXA - CROMADO,12,950.0,2024-02-16,2024-02-20,1,MERCADO LIVRE,2024-02-20,
654,4200519006,Acessorios Avulsos,FECHO ROLETE CROMADO COM CHAVE 1 LADO,0,,,,1,ESCRITORIO,2024-01-05,
655,4210232201,Porta de Aluminio,PORTA REFLECTA BRONZE,0,,,,3,VALTER,2024-02-01,
656,4200515001,Porta de Aluminio,PORTA VIDRO REFLECTA BRONZE,0,,,,1,VALTER,2024-02-01,
657,4210213106,Serralheria,METALON,0,,2023-10-26,2023-11-27,2,METAL ITALO,2023-12-20,
658,4210213106,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 1064X332,0,,,,2,VALTER,2024-01-19,
659,4210213106,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 734X332,0,,,,2,VALTER,2024-01-19,
660,4210213106,Vidro / Espelho,VIDRO INCOLOR 8MM - 629X280,0,,,,5,VALTER,2024-01-19,
661,4210213103,Porta de Aluminio,PORTA ESPELHO PRATA - 1158X196,0,,,,1,VALTER,2024-01-19,
662,4210213103,,PORTA ESPELHO PRATA - 1158X501,0,,,,1,VALTER,2024-01-19,
663,4210213103,,PORTA ESPELHO PRATA - 1158X371,0,,,,2,VALTER,2024-01-19,
664,4210213102,Porta de Aluminio,PORTA ESPELHO FUME - 2559X384,0,,,,2,VALTER,2024-01-19,
665,4210213102,Porta de Aluminio,PORTA ESPELHO FUME - 2559X397,0,,,,2,VALTER,2024-01-19,
666,4210213105,Porta de Aluminio,PORTA DESLIZANTE VIDRO ESPELHO PRATA - 2560X1007,0,,,,1,VALTER,2024-01-19,
667,1000000104,Peças c/ Pintura,PEÇA COM LAQUEAÇÃO (COR M052 SAYERLACK ACETINADO),0,,,2024-01-23,10,,2024-01-26,
668,4210236201,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 1157x382,0,,2024-02-09,2024-02-24,2,VALTER,2024-02-22,
669,4210236301,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA - 856x302,0,,2024-02-09,2024-02-24,2,VALTER,2024-02-22,
670,4200528201,Acessorios Avulsos,METALON PARA CAMA MAGIC BOX - 3 EM 1 - 1880X780,0,,2024-01-19,,1,METAL ITALO,2024-03-01,
671,4220758401,Serralheria,METALON PARA PRATELEIRA,0,,2024-01-17,2024-02-16,3,METAL ITALO,2024-02-06,
672,4220758402,Serralheria,SUPORTE PARA GARRAFA DE VINHO,0,,2024-01-17,2024-02-16,48,METAL ITALO,2024-02-06,
673,4200525202,Vidro / Espelho,PRATELEIRA DE VIDRO INCOLOR 8MM - 628x390,0,,2024-02-22,2024-03-08,1,VALTER,2024-03-15,
674,4200525203,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA 854x618,0,,2024-02-20,2024-03-06,2,VALTER,2024-03-11,
675,4200525205,Porta de Aluminio,PORTA ESPELHO PRATA 24401060,0,,2024-02-20,2024-03-06,1,VALTER,2024-03-11,
676,4220757201,Porta de Aluminio,PORTA REFLECTA BRONZE,0,,,,2,VALTER,2024-02-12,
677,4220757203,Porta de Aluminio,PORTA BASCULANTE REFLECTA BRONZE,0,,,,1,VALTER,2024-02-12,
678,4220757203,Acessorios Avulsos,PORTA TEMPERO HETTICH,0,,,,1,ESTOQUE,2024-01-16,
679,4220757205,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,2,VALTER,2024-02-12,
680,4220757206,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA,0,,,,2,VALTER,2024-02-12,
681,4220757207,Porta de Aluminio,PORTA BASCULANTE REFLECTA BRONZE,0,,2024-02-12,2024-02-27,2,VALTER,2024-02-29,
682,4220760301,Porta de Aluminio,PORTA BASCULANTEVIDRO REFLECTA BRONZE PX PERFIL FINO PRATA 395x798,0,,2024-02-26,2024-03-12,2,VALTER,2024-03-08,
683,4220760301,Acessorios Avulsos,PORTA TEMPERO HETTICH,0,,,,1,ESTOQUE,2024-01-16,
684,4200525501,Porta de Aluminio,PORTA ESPELHO PRATA - 863X379,0,,2024-01-12,2024-01-27,2,VALTER,2024-01-29,
685,4210232303,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA - 850X732,0,,2024-01-12,2024-01-27,1,VALTER,2024-01-29,
686,4200524301,Porta de Aluminio,PORTA BASCULANTE VIDRO REFLECTA BRONZE - 394X716,0,,,,2,VALTER,2024-02-01,
687,4200489702,Porta de Aluminio,PORTA ESPELHO PRATA - 2324X361,0,,,,1,VALTER,2024-02-01,
688,4200489702,Porta de Aluminio,PORTA ESPELHO PRATA - 2324X322,0,,,,2,VALTER,2024-02-01,
689,4220748101,Acessorios Avulsos,PUXADOR CONCHA 64 100MM - DOURADO,10,7179.0,2024-02-07,2024-02-21,25,MEU PUXADOR,2024-02-12,
690,4220748110,Acessorios Avulsos,PUXADOR PONTO ANTIQUE DOURADO - ZEN,6,7179.0,2024-02-07,2024-02-21,5,DONNA FERRAGENS,2024-02-09,
691,4220748111,Acessorios Avulsos,PUXADOR AVELA 208 PEQUENO - PRETO,10,7179.0,2024-02-07,2024-02-21,5,MEU PUXADOR,2024-02-12,
692,4200530201,Acessorios Avulsos,PUXADOR CONCHA VIVARO COBRE ENVELHECIDO - ITALY LINE,12,7179.0,2024-02-07,2024-02-21,15,META PUXADORES,2024-02-15,
693,4200530201,Acessorios Avulsos,PUXADOR PONTO COLONIAL 118 - COBRE ENVELHECIDO,6,7179.0,2024-02-07,2024-02-21,5,DONNA FERRAGENS,2024-02-09,
694,4200530204,Acessorios Avulsos,PUXADOR CONCHA VIVARO COBRE ENVELHECIDO - ITALY LINE,12,7179.0,2024-02-07,2024-02-21,3,META PUXADORES,2024-02-15,
695,4210237901,Acessorios Avulsos,PUXADOR FACETATO SUPRA NATURAL CROMO ACETINADO (BARRA),0,,,,10,VALTER,2024-02-12,
696,4210237901,Acessorios Avulsos,PONTEIRA SUPRA NATURAL CROMO ACETINADO (PAR),0,,,,28,VALTER,2024-02-12,
697,4210237901,Acessorios Avulsos,BASE PARA MESA - ALUMINIO PRATA FOSCO - QUADRADO 40X40MM - 720MM ALT,8,950.0,2024-02-07,2024-02-21,1,MERCADO LIVRE,2024-02-09,
698,4200501506,Acessorios Avulsos,PALHINHA INDIANA SINTETICA QUADRO MEL - https://www.rattanshops.com.br/tela-quadriculada-palha-da-india-palhinha-indiana-celulose-cel07-80-cm,0,,2024-03-20,2024-04-05,0,,2024-03-22,
699,4210233705,Serralheria,METALON SUPORTE PRATELEIRA,0,,2024-01-30,2024-02-29,2,METAL ITALO,2024-02-06,
700,4210233707,Serralheria,METALON SUPORTE PRATELEIRA,0,,2024-01-30,2024-02-29,2,METAL ITALO,2024-02-06,
701,4210242601,Porta de Aluminio,PORTAS DESLIZANTES PERFIL FINO E PUX098 C/ESPELHO PRATA 409x628,0,,2024-03-08,2024-03-23,2,VALTER,2024-03-15,
702,4210242602,Porta de Aluminio,PORTAS DESLIZANTES C/PERFIL FINO E PUX 098 PRATA VIDRO ESPELHO PRATA 954x433,0,,2024-03-08,2024-03-23,2,VALTER,2024-03-15,
703,4200501501,Acessorios Avulsos,LIXEIRA DUPLA DA HAFELLE 15 LITROS HAILO TANDEM 3663-10,0,,,2024-04-12,1,FLORESTA,2024-04-17,
704,4200501501,Vidro / Espelho,VIDRO CANELADO 4MM,0,,,,4,VALTER,2024-04-03,
705,4200501501,Acessorios Avulsos,PUXADOR CONCHA CROMADO,0,,2024-03-20,2024-04-01,15,,2024-03-25,
706,4200501501,Acessorios Avulsos,PUXADOR PONTO CROMADO,0,,2024-03-20,2024-04-01,2,,2024-03-25,
707,4200501508,Vidro / Espelho,VIDRO INCOLOR 6MM,0,,,,1,VALTER,2024-04-02,
708,4200531004,Vidro / Espelho,VIDRO INCOLOR DE 6MM,0,,,,1,VALTER,2024-04-17,
709,4200531005,Acessorios Avulsos,DIVISOR DE GAVETAS EM ACRILICO 5MM,0,,2024-04-02,2024-04-03,1,,2024-04-03,
710,4200531006,Acessorios Avulsos,DIVISOR DE GAVETAS EM ACRILICO 5MM,0,,2024-04-02,2024-04-03,1,,2024-04-03,
711,4200531008,Porta de Aluminio,PORTA PERFIL ALUMINIO FINO PRETO COM ESPELHO PRATA,0,,,,2,VALTER,2024-04-03,
712,4200531009,Porta de Aluminio,PORTA PERFIL ALUMINIO COM ESPELHO PRATA,0,,,,1,VALTER,2024-04-03,
713,4200531010,Porta de Aluminio,PORTAS PERFIL ALUMINIO FINO S/PUX COR PRATA COM ESPELHO PRATA,0,,,,1,VALTER,2024-04-03,
714,4200532801,Porta de Aluminio,PORTA EM PERFIL ALUMINIO FINO COM ESPELHO PRATA E PUXADOR 098 PRATA - 2400X658,0,,2024-04-22,2024-05-07,1,VALTER,2024-05-06,
715,4200532801,Serralheria,ESTRUTURA DE METALON 2x2CM COM PINTURA ELETROSTÁTICA MATT GOLD,0,,2024-03-01,2024-04-02,1,METALITALO,2024-05-02,
716,4200532801,Acessorios Avulsos,PUXADOR JUPTER 25mm,0,,2024-03-20,2024-03-27,4,,2024-03-22,
717,4200532802,Acessorios Avulsos,PUXADOR JUPTER 25mm,0,,2024-03-20,2024-03-27,2,,2024-03-22,
718,4200532004,Porta de Aluminio,PORTAS BASE VIDRO ACIDATO PERFI FINO PRETO C/PUX GALA PRETO 410x807,0,,2024-03-08,2024-03-23,2,VALTER,2024-03-15,
719,4210237901,Porta de Aluminio,PORTAS GIRO 2317x437 REFLECTA BRONZE PX.PERFIL FINO PRATA,0,,2024-03-08,2024-03-23,2,VALTER,2024-05-06,
720,4200530701,Porta de Aluminio,PORTA VIDRO INCOLOR 1530x366 PERFIL FINO PRETO C/PUX ABA 100MM PRETO,0,,2024-03-08,2024-03-23,1,VALTER,2024-03-15,
721,4220760801,Porta de Aluminio,PORTA BASE VIDRO REFLECTA BRONZE C/PERFIL ALUM. FINO E PUX ABA 10CM PRATA 367x651,0,,2024-03-01,2024-03-16,1,VALYER,2024-03-15,
722,4210240201,Porta de Aluminio,PORTAS GIRO 2374x317 ESPELHO PX. PERFIL FINO PRATA,0,,2024-03-01,2024-03-16,2,VALTER,2024-03-08,
723,4220759301,Porta de Aluminio,PORTAS GIRO 711x427 REFLECTA PRATA PX ABA 10CM E PERFIL FINO ALUMINIO PRETO,0,,2024-03-01,2024-03-16,2,VALTER,2024-03-15,
724,4220762701,Porta de Aluminio,PORTA BASCULANTE 396x566 REFLECTA BRONZE PX 098 PERFIL FINO ALUMINIO,0,,2024-03-08,2024-03-23,1,VALTER,2024-03-15,
725,4200530701,Vidro / Espelho,PRATELEIRA VIDRO INCOLOR 4560x3590,0,,2024-03-08,2024-03-23,5,,2024-03-15,
726,4210243703,Porta de Aluminio,PORTA DE ALUMINIO COM AMORTECEDOR E PUX 098 PERFIL ALUMINIO COR ESPELHO FUMÊ,0,,2024-03-11,2024-03-26,1,VALTER,2024-05-06,
727,4210240801,Acessorios Avulsos,PUXADOR PONTO COBRE ENVELHECIDO,3,8910.0,2024-04-11,2024-04-17,8,PAES LEME,2024-04-15,
728,4210240801,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,3,8910.0,2024-04-11,2024-04-17,5,PAES LEME,2024-04-15,
729,4210240801,Vidro / Espelho,VIDRO CANELADO - 655X402,0,,2024-04-25,2024-05-10,2,VALTER,2024-05-06,
730,4210240802,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,3,8910.0,2024-04-11,2024-04-17,5,PAES LEME,2024-04-15,
731,4210240803,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,3,8910.0,2024-04-11,2024-04-17,2,PAES LEME,2024-04-15,
732,4210245001,Vidro / Espelho,VIDRO REFLECTA PRATA E PUXADOR USINADO 10MM PRARA,0,,,,3,VALTER,2024-05-16,
733,4210243401,Vidro / Espelho,VIDRO REFLECTA PRATA COM PERFIL ALUMINIO FINO E PUXADOR GOLA PRATA,0,,,,1,VALTER,2024-04-24,
734,4210243402,Acessorios Avulsos,SUPORTE PARA VASSOURAS,0,,2024-04-11,2024-04-11,1,Esoque,2024-04-11,
735,4200523201,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE COM PERFIL E PUXADOR FINO BRONZE,0,,,,2,VALTER,2024-04-18,
736,4200523201,Porta de Aluminio,PORTA DE VIDRO INCOLOR COM PERFIL E PUXADOR FINO BRONZE,0,,,,1,VALTER,2024-04-18,
737,4200523202,Porta de Aluminio,PORTAS BASCULANTES DE VIDRO REFLECTA BRONZE COM PERFIL FINO E PUXADOR FINO BRONZE,0,,,,3,VALTER,2024-04-24,
738,4200523203,Porta de Aluminio,PORTAS DE GIRO DE VIDRO ESPELHO BRONZE COM PERFIL FINO E PUXADOR 098 BRONZE,0,,,,2,VALTER,2024-04-24,
739,4200523203,Porta de Aluminio,PORTAS DESLIZANTES DE VIDRO ESPELHO BRONZE COM PERFIL FINO E PUXADOR 098 BRONZE,0,,,,5,VALTER,2024-04-24,
740,4200523203,Vidro / Espelho,TAMPO DE VIDRO INCOLOR 6MM,0,,,,2,VALTER,2024-04-18,
741,4200534001,Porta de Aluminio,PORTA DE GIRO COM VIDRO REFLECTA PRATA PERFIL FINO E PUXADOR ACOPLADO GOLA ALUMINIO PRATA - 1962x305,0,,2024-04-19,2024-05-04,1,VALTER,2024-05-06,
742,4210098301,Porta de Aluminio,PORTA BASCULANTE C/ VIDRO COR FH109,0,,2024-03-18,2024-04-02,1,VALTER,2024-04-02,
743,4200535801,Vidro / Espelho,VIDRO INCOLOR 8MM LAPIDADO,0,,2024-04-03,2024-04-08,1,,2024-04-11,
744,4210248501,Acessorios Avulsos,ESTRUTURA EM METALON PRETO 20X20,0,,,,1,METAL ITALO,2024-05-02,
745,4220764904,Porta de Aluminio,PORTA DESLIZANTE EM MDF BRANCO TX COM ESPELHO PRATA COLADO,0,,,,1,VALTER,2024-04-18,
746,4220773402,Porta de Aluminio,PORTA REFLETA BRONZE COM PERFIL ALUMINIO PRATA E PUXADOR ABA 100MM PRATA,0,,,,1,VALTER,2024-04-24,
747,4200536801,Porta de Aluminio,PORTA EM PERFIL ALUMINIO FINO PRATA COM ESPELHO PRATA,0,,,,2,VALTER,2024-05-16,
748,4200536802,Porta de Aluminio,PORTA EM PERFIL ALUMINIO FINO PRATA COM ESPELHO PRATA,0,,,,1,VALTER,2024-05-16,
749,4200536802,Acessorios Avulsos,ESTRUTURA EM METALON 20X20 COM PINTURA ELETROSTÁTICA PRETA,0,,2024-04-15,2024-05-15,2,METALITALO,2024-04-23,
750,4200520101,Acessorios Avulsos,PALHA INDIANA PRETO BRILHO P/ GAVETAS,0,,2024-03-27,2024-04-03,1,,2024-04-01,
751,4200523202,Acessorios Avulsos,FIXADOR DE PORTA MAGNETICO FP500 VONDER,0,,2024-04-12,2024-04-18,1,MERCADO LIVRE,2024-04-17,
752,4200523202,Acessorios Avulsos,CREMONA LISA SEM CHAVE CROMADO - UNIAO MUNDIAL 071004,0,,2024-04-12,2024-04-17,1,MERCADO LIVRE,2024-04-17,
753,4210247601,Acessorios Avulsos,PONTEIRA FACETATO CHAMPAGNE 1001 - PAR,0,,,,3,ESTOQUE,2024-04-15,
754,4210238001,Acessorios Avulsos,PUXADOR BEETLE COM BASE GRANADA NIQUEL ESCOVADO ZEN,6,7179.0,2024-07-15,,13,DONNA FERRAGENS,2024-07-24,
755,4210238002,Acessorios Avulsos,PUXADOR CONCHA COLONIAL SHELL 64MM NIQUEL ESCOVADO ZEN,6,7179.0,2024-07-15,,4,DONNA FERRAGENS,2024-07-24,
756,4210238002,Acessorios Avulsos,PUXADOR BEETLE COM BASE GRANADA NIQUEL ESCOVADO ZEN,6,7179.0,2024-07-15,,2,DONNA FERRAGENS,2024-07-24,
757,4210238007,Porta de Aluminio,PORTA ALUMINIO ESPELHO PRATA,0,,,,1,VALTER,2024-08-09,
758,4200536401,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,10,7179.0,2024-07-15,2024-07-25,31,MARK FERRAGENS,2024-07-22,
759,4200505902,Porta de Aluminio,PORTA ESPELHO PRATA - 901x407,0,,2024-09-17,2024-10-02,2,VALTER,2024-10-01,
760,4200544309,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-15,2024-07-25,15,MARK FERRAGENS,2024-07-19,
761,4200544314,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-15,2024-07-25,2,MARK FERRAGENS,2024-07-19,
762,4200544305,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-15,2024-07-31,4,MARK FERRAGENS,2024-07-29,
763,4200544303,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-15,2024-07-25,2,MARK FERRAGENS,2024-07-19,
764,4200544311,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-15,2024-07-25,3,MARK FERRAGENS,2024-07-19,
765,4200544307,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-15,2024-07-25,13,MARK FERRAGENS,2024-07-19,
766,4200550105,Serralheria,ESTRUTURA METALON - PÉS PARA MESA,0,,2024-07-08,2024-07-15,3,METAL ITALO,2024-07-15,
767,4200550102,Serralheria,ARCOS EM METALON PARA PRATELEIRAS,0,,2024-07-08,2024-07-15,6,METAL ITALO,2024-07-15,
768,4200550106,Serralheria,ESTANTE EM METALON,0,,2024-07-08,2024-07-15,1,METAL ITALO,2024-07-15,
769,4200550104,Serralheria,ARCOS EM METALON PARA PRATELEIRA E ESTRUTURA PARA TEMPO MESA - DOURADO,0,,2024-07-08,2024-07-15,2,METAL ITALO,2024-07-15,
770,4220799601,Serralheria,ESTRUTURA METALON PARA PRATELEIRAS,0,,2024-07-16,2024-08-16,5,METAL ITALO,2024-08-01,
771,4200545301,Porta de Aluminio,PORTA EM VIDRO INCOLOR - 2234X580,0,,,,1,VALTER,2024-08-02,
772,4200545101,Acessorios Avulsos,PUXADOR CONCHA COLONIAL COBRE ENVELHECIDO,0,,,,3,MARK FERRAGENS,2024-07-22,
773,4210252204,Vidro / Espelho,ESPELHO PRATA - 800X620,0,,,,0,VALTER,2024-08-20,
774,4210252204,Vidro / Espelho,TAMPO VIDRO 6MM -,0,,,,0,VALTER,2024-08-20,
775,4210252206,Vidro / Espelho,PORTA DESLIZANTE ESPELHO PRATA,0,,,,2,VALTER,2024-08-28,
776,4200544302,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-16,2024-07-26,16,MARK FERRAGENS,2024-07-23,
777,4200544312,Acessorios Avulsos,PUXADOR ALÇA RETA LIVERI 950 - 128MM CROMADO - ITALYLINE,10,7179.0,2024-07-16,2024-07-26,2,MARK FERRAGENS,2024-07-23,
778,4210212906,Serralheria,ARCOS EM METALON PARA PRATELEIRA,0,,2024-08-30,2024-09-30,2,METAL ITALO,2024-09-13,
779,4200531301,Porta de Aluminio,PORTAS DESLIZANTES DE VIDRO ESPELHO PRATA C/PERFIL E PUX 098 PRATA 2340x948,0,,2024-03-08,2024-03-23,2,VALTER,2024-03-15,
780,4210238701,Porta de Aluminio,PORTAS GIRO VIDRO REFLECTA BRONZE PERFIL FINO C/PUX ABA 959x444,0,,2024-03-08,2024-03-23,2,VALTER,2024-03-15,
781,4220748108,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA 2640x789,0,,2024-02-14,2024-02-29,3,VALTER,2024-05-06,
782,4220748108,Acessorios Avulsos,DOBRADIÇA 3D,0,,,,3,ESCRITÓRIO,2024-02-21,
783,4220748108,Acessorios Avulsos,FECHO ROLETE COM CHAVE 1 LADO,0,,,,1,ESCRITÓRIO,2024-02-21,
784,4220748108,Acessorios Avulsos,FECHO ROLETE COMUM,0,,,,1,ESCRITÓRIO,2024-02-21,
785,4220748109,Acessorios Avulsos,FECHO ROLETE COM CHAVE 1 LADO,0,,,,1,ESCRITORIO,2024-02-21,
786,4210242801,Porta de Aluminio,PORTA ARTICULADA 379x621 REFLECTA BRONZE/ PX098 E PERFIL FINO BRONZE,0,,2024-03-08,2024-03-23,1,VALTER,2024-03-15,
787,4210191103,Acessorios Avulsos,PUXADOR CONCHA COLONIAL - COBRE,6,7179.0,2024-02-07,2024-02-21,8,DONNA FERRAGENS,2024-02-09,
788,4210191103,Acessorios Avulsos,PUXADOR PONTO SINNAI - COBRE,12,7179.0,2024-02-07,2024-02-21,10,META PUXADORES,2024-02-15,
789,4200527405,Porta de Aluminio,PORTA CORRER ESPELHO PRATA,0,,,,1,VALTER,2024-04-03,
790,4200532001,Acessorios Avulsos,FITA/ESPUMA DUPLA FACE PARA PORTA - BRANCO - 11MTS,2,950.0,2024-02-21,2024-02-22,1,MECADO LIVRE,2024-02-22,
791,4200527501,Serralheria,ARCO METALON COR BRANCO,0,,2024-02-13,2024-03-14,2,METAL ITALO,2024-04-23,
792,4210233714,Acessorios Avulsos,LIXEIRA 2072 - SCHIMITT,0,,,,1,ESTOQUE,2024-02-21,
793,4210233714,Porta de Aluminio,PORTA BASCULANTE,0,,,,3,VALTER,2024-01-29,
794,4210233714,Serralheria,ESTRTURA METALON AEREA COM PRATELEIRAS EM TELA,0,,2024-02-13,2024-03-23,1,METAL ITALO,2024-03-23,
795,4210233714,Serralheria,BASE BANCADA,0,,2024-02-13,2024-03-23,1,METAL ITALO,2024-03-23,
796,4210233714,Serralheria,BASE PARA BANCOS,0,,2024-02-13,2024-03-23,2,METAL ITALO,2024-03-23,
797,4220748103,Acessorios Avulsos,KIT SEQUENZIATO 3 PORTAS,0,,2024-02-21,2024-02-22,1,VALTER,2024-03-13,
798,4220748103,Acessorios Avulsos, TRILHO RM-003 - 3 MTS,0,,,,3,ESTOQUE,2024-02-21,
799,4220748103,Acessorios Avulsos,TRILHO RM-200 - 3MTS,0,,,,1,ESTOQUE,2024-02-21,
800,4220748103,Acessorios Avulsos,RO-82 TOP COM FE9009,0,,2024-02-21,2024-02-22,3,VALTER,2024-03-13,
801,4220769004,Porta de Aluminio,PORTA CORRER 951x605 ESPELHO PX098 PERFIL FINO PRATA,0,,2024-03-08,2024-03-23,1,VALTER,2024-03-15,
802,4210236101,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA,0,,,,2,VALTER,2024-04-04,
803,4210236102,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA,0,,,,2,VALTER,2024-04-04,
804,4210236103,Porta de Aluminio,PORTA DE GIRO ESPELHO PRATA,0,,,,2,VALTER,2024-04-04,
805,4200520101,Porta de Aluminio,PORTA ESPELHO FUJME,0,,,,1,VALTER,2024-04-03,
806,4210236201,Porta de Aluminio,PORTA VIDRO REFLECTA PRATA - 594x377,0,,2024-02-09,2024-02-24,4,VALTER,2024-02-22,
807,4210236301,Porta de Aluminio,PORTA BASCULANTE - 365x965,0,,2024-02-09,2024-02-24,1,VALTER,2024-02-22,
808,4210233715,Acessorios Avulsos,FECHADURA STAM 950 CHAVE 1 LADO,1,950.0,2024-02-23,2024-02-27,1,MERCADO LIVRE,2024-03-01,
809,4200530801,Acessorios Avulsos,RO-82 COM FE9009 EMBUTIDO,0,,2024-02-27,2024-02-28,2,VALTER,2024-05-06,
810,4210247601,Acessorios Avulsos,PUXADOR FACETATO CHAMPAGNE 1001 - BARRA 3MTS,0,,,,1,ESTOQUE,2024-04-15,
811,4200531006,Acessorios Avulsos,PUXADOR PONTO IL808 - 25MM - ESCOVADO,6,7179.0,2024-04-16,2024-04-26,10,META PUXADORES,2024-04-23,
812,4210248702,Serralheria,METALON PARA PRATELEIRA - ARCO,0,,2024-04-25,2024-05-24,2,METAL ITALO,2024-05-29,
813,4210248702,Serralheria,METALON PARA TAMPO BANCADA,0,,2024-04-25,2024-05-24,1,METAL ITALO,2024-05-29,
814,4210248702,Acessorios Avulsos,PUXADOR ALÇA SOBREPOR DOURADO - PV33 - 64MM TORRALBA,0,,2024-04-25,2024-05-08,16,MEU PUXADOR,2024-04-30,
815,4210248705,Serralheria,ESTRUTURA METALON - PAINEL P/ PRATELEIRA,0,,2024-04-25,2024-05-24,1,METAL ITALO,2024-05-29,
816,4210240302,Porta de Aluminio,PORTA DE CORRER ESPELHO PRATA,0,,,,1,VALTER,2024-05-16,
817,4210240303,Porta de Aluminio,PORTA DESLIZANTE VIDRO REFLECTA PRATA,0,,,,2,VALTER,2024-05-16,
818,4210240303,Vidro / Espelho,ESPELHO PRATA,0,,,,1,VALTER,2024-05-16,
819,4210248301,Acessorios Avulsos,PUXADOR ALÇA ANTIQUE ITALY LINE 128MM,0,,2024-04-25,2024-05-07,4,META PUXADORES,2024-05-02,
820,4210248301,Acessorios Avulsos,PUXADOR SINNAI 30MM ANTIQUE,0,,2024-04-25,2024-05-07,8,META PUXADORES,2024-05-02,
821,4210243201,Acessorios Avulsos,KIT SEQUEZIATO P/ 2 PORTAS COM FE9009 - ESQUERDA,0,,,,1,,2024-06-05,
822,4200534401,Porta de Aluminio,PORTA ESPELHO PRATA,0,,,,2,VALTER,2024-05-16,
823,4210196601,Porta de Aluminio,PORTA ESPELHO REFLECTA PRATA,0,,,,2,VALTER,2024-05-16,
824,4200463903,Porta de Aluminio,PORTA DESLIZANTE ESPELHO PRATA,0,,,,2,VALTER,2024-05-16,
825,4210243601,Acessorios Avulsos,LIXEIRA BLINDADA 20LTS - 2066 SCHMIT,0,,,,1,ESTOQUE,2024-04-25,
826,4210243601,Vidro / Espelho,VIDRO INCOLOR 4MM,0,,2024-05-15,2024-05-30,2,VALTER,2024-05-28,
827,4200535704,Serralheria,BASE EM METALON PARA GABINETE,0,,2024-04-25,2024-05-24,1,METAL ITALO,2024-05-24,
828,4200535703,Acessorios Avulsos,DOBRADIÇA TRADICIONAL BORBOLETA,1,8910.0,2024-04-26,2024-04-29,3,MERCADO LIVRE,2024-05-02,
829,4200535703,Acessorios Avulsos,FECHADURA PARA PORTA PASSAGEM - PRETO,0,,,,1,ESCRITORIO,2024-05-02,
830,4200540102,Vidro / Espelho,PRATELEIRA DE VIDRO INCOLOR 8MM,0,,2024-05-15,2024-05-30,3,VALTER,2024-05-27,
831,4200540102,Vidro / Espelho,ESPELHO PRATA 4MM,0,,2024-05-15,2024-05-30,1,VALTER,2024-05-27,
832,4210251101,Acessorios Avulsos,PUXADOR SORENTO GRANADA 416MM DOURADO - ZEN,6,7179.0,2024-05-13,2024-05-27,5,DONNA FERRAGENS,2024-07-02,
833,4210251101,Vidro / Espelho,TAMPO DE VIDRO 6MM - 594x316,0,,,,1,VALTER,2024-06-05,
834,4210249901,Acessorios Avulsos,FECHO ROLETE COM CHAVE,10,7179.0,2024-05-17,2024-05-24,2,MARK FERRAGENS,2024-05-22,
835,4210249901,Acessorios Avulsos,DOBRADIÇA INVISIVEL 3D  (KIT COM 3),0,,,,4,ESCRITÓRIO,2024-05-09,
836,4220779605,Porta de Aluminio,PORTA DE VIDRO REFLECTA BRONZE,0,,,,2,VALTER,2024-05-27,
837,4200537705,Vidro / Espelho,ESPELHO PRATA 4MM,0,,,,1,VALTER,2024-06-27,
